순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
771,013030,하이록코리아,"7,920","-680","-7.9","69,337","544,046,460","8,420","8,460","7,550","107,816,797,440","0.01","13,613,232",,,
772,054620,APS홀딩스,"5,280","-590","-10.0","361,441","1,895,236,050","5,300","5,500","5,080","107,681,486,880","0.01","20,394,221",,,
773,010170,대한광통신,"1,460","-40","-2.7","1,309,139","1,890,308,685","1,365","1,525","1,360","107,662,772,500","0.01","73,741,625",,,
774,143210,핸즈코퍼레이션,"4,900","-550","-10.1","63,765","307,441,125","5,360","5,360","4,475","107,130,013,200","0.01","21,863,268",,,
775,017180,명문제약,"4,340","500","13.0","5,300,426","22,549,168,845","3,850","4,585","3,695","106,875,889,540","0.01","24,625,781",,,
776,091590,남화토건,"9,100","-770","-7.8","521,911","4,781,609,910","9,250","9,550","8,880","106,834,000,000","0.01","11,740,000",,,
777,216080,제테마,"12,500","1,350","12.1","286,298","3,654,653,000","10,500","14,300","10,000","106,618,462,500","0.01","8,529,477",,,
778,110990,디아이티,"5,640","-460","-7.5","94,918","528,439,100","5,550","5,850","5,390","106,596,000,000","0.01","18,900,000",,,
779,010955,S-Oil우,"26,500","-1,400","-5.0","24,342","636,748,200","25,600","26,900","25,500","106,581,065,500","0.01","4,021,927",,,
780,290670,대보마그네틱,"16,500","-1,050","-6.0","57,579","943,461,150","16,000","17,200","15,900","106,479,054,000","0.01","6,453,276",,,
781,260930,씨티케이코스메틱스,"10,500","500","5.0","53,172","544,651,900","9,940","10,850","9,490","106,282,585,500","0.01","10,122,151",,,
782,065150,MP그룹,"1,315","0","0.0","0","0","0","0","0","106,263,055,205","0.01","80,808,407",,,
783,005945,NH투자증권우,"5,590","-660","-10.6","165,943","941,394,770","5,800","5,990","5,550","105,488,711,120","0.01","18,870,968",,,
784,004150,한솔홀딩스,"2,235","-90","-3.9","125,656","271,882,265","2,180","2,240","2,045","105,455,522,565","0.01","47,183,679",,,
785,950170,JTC,"3,010","-490","-14.0","196,888","601,945,585","3,280","3,280","2,980","105,366,606,170","0.01","35,005,517",,,
786,145210,세화아이엠씨,"2,990","0","0.0","0","0","0","0","0","105,254,180,330","0.01","35,202,067",,,
787,031980,피에스케이홀딩스,"4,875","-225","-4.4","20,705","99,985,340","4,700","4,960","4,650","105,116,675,625","0.01","21,562,395",,,
788,004980,성신양회,"4,275","-75","-1.7","187,817","788,556,755","4,060","4,295","4,060","104,806,212,075","0.01","24,516,073",,,
789,045520,크린앤사이언스,"16,050","-1,600","-9.1","335,665","5,461,942,500","16,500","16,650","15,800","104,325,000,000","0.01","6,500,000",,,
790,033920,무학,"3,660","-240","-6.2","272,829","999,104,980","3,660","3,865","3,515","104,310,000,000","0.01","28,500,000",,,
791,086890,이수앱지스,"3,915","-175","-4.3","138,274","526,116,610","3,700","3,970","3,700","104,238,018,180","0.01","26,625,292",,,
792,101140,비티원,"2,625","15","0.6","492,946","1,258,232,505","2,410","2,740","2,355","104,111,676,375","0.01","39,661,591",,,
793,023900,풍국주정,"8,260","-350","-4.1","140,897","1,131,209,720","7,910","8,500","7,720","104,076,000,000","0.01","12,600,000",,,
794,102260,동성코퍼레이션,"2,285","-175","-7.1","194,965","448,266,275","2,310","2,385","2,235","103,841,756,450","0.01","45,444,970",,,
795,002795,아모레G우,"16,100","-2,500","-13.4","22,184","365,351,650","17,450","17,450","15,800","103,744,697,000","0.01","6,443,770",,,
796,067170,오텍,"6,730","-680","-9.2","352,671","2,415,887,610","7,000","7,070","6,680","103,585,501,650","0.01","15,391,605",,,
797,037950,엘컴텍,"1,225","-85","-6.5","5,413,486","6,884,019,575","1,300","1,355","1,200","103,448,210,775","0.01","84,447,519",,,
798,175250,아이큐어,"16,000","-650","-3.9","81,962","1,301,397,850","15,500","16,600","15,250","103,143,520,000","0.01","6,446,470",,,
799,036200,유니셈,"3,355","-375","-10.0","804,069","2,678,922,725","3,370","3,500","3,145","102,878,468,165","0.01","30,664,223",,,
800,215360,우리산업,"11,250","-1,400","-11.1","244,261","2,781,396,700","11,700","12,050","10,950","102,736,833,750","0.01","9,132,163",,,
801,117580,대성에너지,"3,735","-225","-5.7","27,594","103,255,965","3,685","3,945","3,685","102,712,500,000","0.01","27,500,000",,,
802,137400,피엔티,"5,160","-520","-9.2","1,855,251","9,657,444,635","5,070","5,580","4,970","102,690,682,200","0.01","19,901,295",,,
803,001530,DI동일,"42,400","-2,800","-6.2","10,129","426,716,200","43,000","43,550","40,950","102,668,208,000","0.01","2,421,420",,,
804,189300,인텔리안테크,"13,600","-2,400","-15.0","857,489","11,984,094,350","14,500","15,200","13,300","102,550,827,200","0.01","7,540,502",,,
805,214270,퓨쳐스트림네트웍스,"1,055","-45","-4.1","1,163,363","1,201,710,696","1,040","1,070","992","102,526,016,190","0.01","97,181,058",,,
806,078000,텔코웨어,"10,550","-450","-4.1","39,548","414,396,150","10,300","10,700","10,200","102,363,548,300","0.01","9,702,706",,,
807,000700,유수홀딩스,"3,930","-65","-1.6","62,163","232,327,210","3,980","3,980","3,615","102,344,321,160","0.01","26,041,812",,,
808,284610,TS트릴리온,"2,715","-70","-2.5","39,569","103,916,765","2,750","2,800","2,505","102,238,755,000","0.01","37,657,000",,,
809,251370,와이엠티,"13,800","-700","-4.8","113,781","1,558,551,050","13,150","14,800","12,800","102,191,760,000","0.01","7,405,200",,,
810,002800,신신제약,"6,720","-280","-4.0","2,208,531","14,681,421,730","6,930","6,930","6,370","101,945,760,000","0.01","15,170,500",,,
811,214610,미코바이오메드,"7,690","-190","-2.4","6,457","48,882,100","7,600","7,880","7,420","101,870,837,270","0.01","13,247,183",,,
812,069920,아이에스이커머스,"3,935","-220","-5.3","3,105","12,205,930","4,155","4,155","3,820","101,626,734,470","0.01","25,826,362",,,
813,344820,케이씨씨글라스,"12,150","-1,100","-8.3","145,541","1,795,909,250","12,500","12,650","12,000","101,455,051,500","0.01","8,350,210",,,
814,067370,선바이오,"13,200","-2,300","-14.8","13,804","185,995,050","15,800","15,800","13,200","101,251,128,000","0.01","7,670,540",,,
815,306040,에스제이그룹,"30,700","-2,300","-7.0","39,502","1,220,846,100","29,750","32,900","28,300","101,144,220,000","0.01","3,294,600",,,
816,216050,인크로스,"12,500","-850","-6.4","73,817","912,664,500","12,150","12,900","11,800","100,709,712,500","0.01","8,056,777",,,
817,069540,라이트론,"5,420","0","0.0","0","0","0","0","0","100,561,449,660","0.01","18,553,773",,,
818,046140,SBS콘텐츠허브,"4,685","10","0.2","65,160","295,186,635","4,515","4,770","4,305","100,556,755,175","0.01","21,463,555",,,
819,077500,유니퀘스트,"3,685","-285","-7.2","139,105","507,786,250","3,585","3,820","3,500","100,369,174,125","0.01","27,237,225",,,
820,007110,일신석재,"1,295","55","4.4","3,751,161","4,688,260,420","1,155","1,370","1,145","100,306,309,950","0.01","77,456,610",,,
821,005390,신성통상,"696","-58","-7.7","2,121,385","1,471,043,993","709","730","655","100,021,039,440","0.01","143,708,390",,,
822,016610,DB금융투자,"2,355","-285","-10.8","187,764","453,309,850","2,500","2,575","2,335","99,961,246,095","0.01","42,446,389",,,
823,100250,진양홀딩스,"1,785","-135","-7.0","127,719","229,447,305","1,845","1,845","1,775","99,773,096,220","0.01","55,895,292",,,
824,109820,진매트릭스,"5,400","1,145","26.9","6,308,284","33,125,016,155","5,450","5,500","5,000","99,688,131,000","0.01","18,460,765",,,
825,049960,쎌바이오텍,"10,600","-350","-3.2","51,451","539,152,400","10,200","10,850","10,100","99,640,000,000","0.01","9,400,000",,,
826,003200,일신방직,"41,500","-3,850","-8.5","8,969","374,378,300","43,100","45,100","41,200","99,600,000,000","0.01","2,400,000",,,
827,123040,엠에스오토텍,"2,910","-190","-6.1","900,838","2,594,775,210","2,900","3,040","2,750","99,599,580,600","0.01","34,226,660",,,
828,005389,현대차3우B,"41,000","-1,500","-3.5","50,290","2,042,368,900","40,800","41,400","39,600","99,578,135,000","0.01","2,428,735",,,
829,065130,탑엔지니어링,"6,230","-480","-7.2","970,994","6,062,030,300","6,100","6,540","6,010","99,532,081,110","0.01","15,976,257",,,
830,049950,미래컴퍼니,"12,200","-1,200","-9.0","62,624","753,941,200","12,100","12,700","11,600","99,359,630,400","0.01","8,144,232",,,
831,079940,가비아,"7,340","-430","-5.5","213,364","1,545,614,040","7,260","7,650","6,930","99,351,920,560","0.01","13,535,684",,,
832,038340,UCI,"3,000","-165","-5.2","99,927","297,111,110","3,095","3,095","2,805","99,346,263,000","0.01","33,115,421",,,
833,030960,양지사,"6,210","-390","-5.9","13,734","83,877,400","6,200","6,540","6,000","99,235,800,000","0.01","15,980,000",,,
834,195990,에이비프로바이오,"561","-32","-5.4","3,179,539","1,761,552,260","560","578","539","99,164,461,506","0.01","176,763,746",,,
835,004310,현대약품,"3,085","-15","-0.5","469,909","1,415,603,750","2,885","3,125","2,885","98,720,000,000","0.01","32,000,000",,,
836,023450,동남합성,"27,250","100","0.4","434","11,815,000","27,150","27,950","27,150","98,693,723,000","0.01","3,621,788",,,
837,138690,엘아이에스,"6,150","-120","-1.9","78,805","468,496,410","6,270","6,270","5,710","98,565,871,650","0.01","16,026,971",,,
838,004250,NPC,"2,680","-80","-2.9","10,987","29,313,475","2,760","2,760","2,575","98,409,600,000","0.01","36,720,000",,,
839,086980,쇼박스,"1,570","-130","-7.6","410,953","642,714,110","1,580","1,595","1,535","98,282,000,000","0.01","62,600,000",,,
840,122450,KMH,"4,295","-135","-3.0","109,954","467,495,590","4,330","4,345","4,195","98,220,186,025","0.01","22,868,495",,,
841,255440,야스,"7,510","-690","-8.4","146,244","1,073,947,350","7,400","7,630","7,110","98,065,580,000","0.01","13,058,000",,,
842,290720,푸드나무,"14,400","-500","-3.4","87,031","1,287,269,300","14,100","15,600","13,850","98,006,889,600","0.01","6,806,034",,,
843,011930,신성이엔지,"563","-47","-7.7","892,864","516,888,295","595","595","562","97,810,094,155","0.01","173,730,185",,,
844,207760,미스터블루,"3,985","-205","-4.9","988,091","3,958,514,685","3,910","4,145","3,825","97,652,440,940","0.01","24,505,004",,,
845,019210,와이지-원,"3,190","-440","-12.1","241,857","778,692,190","3,410","3,490","3,130","97,530,482,610","0.01","30,573,819",,,
846,099320,쎄트렉아이,"13,400","-1,150","-7.9","192,201","2,618,419,050","13,650","13,950","13,350","97,397,725,800","0.01","7,268,487",,,
847,015890,태경산업,"3,330","-125","-3.6","39,844","132,174,790","3,290","3,410","3,290","97,331,737,500","0.01","29,228,750",,,
848,131390,피앤이솔루션,"6,700","-550","-7.6","767,948","5,084,451,770","6,550","7,080","6,260","97,303,765,000","0.01","14,522,950",,,
849,091810,티웨이항공,"2,070","-95","-4.4","463,167","969,263,245","2,090","2,295","1,965","97,237,860,840","0.01","46,974,812",,,
850,036260,이매진아시아,"2,220","0","0.0","0","0","0","0","0","97,187,539,620","0.01","43,778,171",,,
851,002900,동양물산,"770","0","0.0","6,113,459","4,752,676,226","725","835","693","97,023,549,700","0.01","126,004,610",,,
852,004890,동일산업,"40,000","-750","-1.8","26,339","1,027,634,700","40,900","40,900","38,500","97,008,600,000","0.01","2,425,215",,,
853,039860,나노엔텍,"3,645","-255","-6.5","163,170","594,478,050","3,600","3,840","3,490","96,712,081,515","0.01","26,532,807",,,
854,000680,LS네트웍스,"1,220","-135","-10.0","24,072","30,213,545","1,350","1,350","1,175","96,139,679,520","0.01","78,803,016",,,
855,085370,루트로닉,"3,755","-255","-6.4","247,633","915,219,730","3,750","3,900","3,495","96,124,515,360","0.01","25,599,072",,,
856,007160,사조산업,"19,200","-1,500","-7.2","19,650","373,814,000","19,500","19,700","18,700","96,000,000,000","0.01","5,000,000",,,
857,036810,에프에스티,"4,740","-60","-1.2","562,806","2,609,895,225","4,495","4,900","4,345","95,908,278,360","0.01","20,233,814",,,
858,234690,녹십자웰빙,"5,400","-260","-4.6","163,653","871,609,120","5,380","5,650","5,080","95,862,290,400","0.01","17,752,276",,,
859,012030,DB,"476","-31","-6.1","557,901","265,526,444","472","498","467","95,758,792,108","0.01","201,173,933",,,
860,060900,케이알피앤이,"776","-24","-3.0","399,886","299,501,706","784","784","721","95,717,318,560","0.01","123,347,060",,,
861,002720,국제약품,"5,200","790","17.9","6,291,866","29,975,790,285","4,410","5,200","4,410","95,682,704,000","0.01","18,400,520",,,
862,011760,현대상사,"7,200","-470","-6.1","152,290","1,110,348,130","7,110","7,590","7,110","95,248,555,200","0.01","13,228,966",,,
863,043610,지니뮤직,"1,635","-120","-6.8","164,253","262,728,605","1,640","1,645","1,565","95,018,741,130","0.01","58,115,438",,,
864,035150,백산,"3,905","-385","-9.0","232,844","900,920,090","3,855","3,975","3,805","94,501,000,000","0.01","24,200,000",,,
865,067000,조이시티,"6,780","-1,470","-17.8","245,437","1,713,292,380","7,350","7,660","6,780","94,290,910,920","0.01","13,907,214",,,
866,036580,팜스코,"2,565","-175","-6.4","168,492","434,900,655","2,600","2,630","2,540","94,207,173,795","0.01","36,727,943",,,
867,004650,창해에탄올,"10,250","610","6.3","662,558","6,798,357,590","9,030","11,600","9,030","94,206,571,250","0.01","9,190,885",,,
868,097955,CJ제일제당 우,"70,900","-7,200","-9.2","20,474","1,455,016,700","77,300","77,300","68,700","94,114,999,700","0.01","1,327,433",,,
869,095340,ISC,"6,650","-430","-6.1","231,855","1,517,125,890","6,300","6,850","6,300","94,047,678,200","0.01","14,142,508",,,
870,015860,일진홀딩스,"1,905","-170","-8.2","260,567","500,146,705","1,950","2,000","1,850","94,006,955,115","0.01","49,347,483",,,
871,003350,한국화장품제조,"20,650","-1,450","-6.6","45,949","943,590,500","20,700","21,200","20,050","93,585,800,000","0.01","4,532,000",,,
872,043370,평화정공,"4,450","-345","-7.2","53,819","239,278,685","4,450","4,645","4,385","93,450,000,000","0.01","21,000,000",,,
873,051360,토비스,"5,590","-160","-2.8","119,227","665,631,210","5,550","5,760","5,410","93,448,354,220","0.01","16,717,058",,,
874,000215,대림산업우,"24,550","-1,500","-5.8","19,589","449,130,750","23,600","24,600","21,700","93,290,000,000","0.01","3,800,000",,,
875,109740,디에스케이,"4,560","-520","-10.2","269,819","1,249,252,550","4,595","4,800","4,450","92,817,719,280","0.01","20,354,763",,,
876,130580,나이스디앤비,"6,020","-410","-6.4","80,623","486,446,170","6,170","6,270","5,900","92,708,000,000","0.01","15,400,000",,,
877,091090,세원셀론텍,"1,520","-90","-5.6","309,868","468,417,515","1,570","1,570","1,465","92,706,003,840","0.01","60,990,792",,,
878,065060,지엔코,"945","-54","-5.4","2,722,351","2,668,850,631","942","1,035","932","92,617,601,580","0.01","98,008,044",,,
879,144960,뉴파워프라즈마,"2,245","-120","-5.1","480,077","1,069,689,775","2,200","2,300","2,160","92,610,032,825","0.01","41,251,685",,,
880,007330,푸른저축은행,"6,140","-150","-2.4","27,305","164,483,060","5,950","6,190","5,940","92,608,392,000","0.01","15,082,800",,,
881,095570,AJ네트웍스,"1,970","-70","-3.4","270,836","533,332,890","1,950","2,140","1,860","92,239,921,150","0.01","46,822,295",,,
882,037460,삼지전자,"5,650","-310","-5.2","203,029","1,133,634,070","5,570","5,850","5,440","92,199,649,300","0.01","16,318,522",,,
883,241690,유니테크노,"7,720","-330","-4.1","10,868","81,795,650","7,400","7,880","7,180","92,080,454,400","0.01","11,927,520",,,
884,009270,신원,"1,080","15","1.4","2,303,286","2,473,048,445","1,020","1,120","1,015","91,845,898,920","0.01","85,042,499",,,
885,126700,하이비젼시스템,"6,140","-500","-7.5","481,770","2,933,992,760","6,000","6,380","5,850","91,744,567,680","0.01","14,942,112",,,
886,090470,제이스텍,"6,280","30","0.5","282,665","1,832,695,670","5,670","7,410","5,530","91,674,234,240","0.01","14,597,808",,,
887,034590,인천도시가스,"20,950","-1,600","-7.1","5,565","117,250,450","22,500","22,500","20,500","91,651,096,300","0.01","4,374,754",,,
888,067310,하나마이크론,"3,125","-410","-11.6","1,207,856","3,788,128,200","3,185","3,300","3,020","91,579,053,125","0.01","29,305,297",,,
889,038390,레드캡투어,"10,650","-350","-3.2","18,431","193,996,850","10,650","10,950","10,100","91,477,962,000","0.01","8,589,480",,,
890,109610,에스와이,"3,650","-35","-1.0","206,141","761,788,740","3,725","3,765","3,605","91,359,583,950","0.01","25,030,023",,,
891,000540,흥국화재,"1,420","-105","-6.9","74,318","105,172,800","1,370","1,520","1,320","91,224,555,900","0.01","64,242,645",,,
892,084010,대한제강,"3,685","-55","-1.5","127,958","449,290,965","3,640","3,685","3,330","90,823,214,790","0.01","24,646,734",,,
893,030210,KTB투자증권,"1,505","-150","-9.1","518,608","796,386,585","1,560","1,590","1,500","90,772,708,460","0.01","60,314,092",,,
894,035620,바른손이앤에이,"1,235","-180","-12.7","4,127,859","5,205,348,720","1,275","1,315","1,210","90,708,901,205","0.01","73,448,503",,,
895,021050,서원,"1,905","-160","-7.8","3,163,894","6,124,267,285","1,890","2,030","1,870","90,439,093,950","0.01","47,474,590",,,
896,063080,게임빌,"13,700","-950","-6.5","48,950","679,178,700","14,000","14,600","13,550","90,354,130,400","0.01","6,595,192",,,
